PKD;NAZWA_PKD;NUMER_NAZWA_PKD;WSKAZNIK;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;CF Nadwyżka finansowa ;792,13;946,7;977,49;1 127,95;1 211,52;1 250,31;1 523,60;1 786,26;3 048,75;2 051,30;2 204,56;2 292,03;2 319,10;2 236,24;2 160,84;2 169,83;2 271,40;2 279,81;2 351,88;2 959,59
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;TC Koszty ogółem ;3 875,80;4 009,24;4 240,00;4 691,41;5 099,59;5 216,19;6 025,79;6 355,40;6 740,44;7 027,59;7 269,56;7 428,37;7 790,24;8 307,91;8 931,57;9 535,69;10 255,26;11 733,52;14 084,97;14 692,75
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;OFE Pozostałe koszty finansowe ;5,08;7,39;8,18;19,01;18,35;11,73;23,9;14,34;12,84;8,77;7,58;10,32;10,16;5,99;6,36;6,73;11,18;16,47;18,86;11,53
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;IP Odsetki do zapłacenia ;38,99;37,76;34,41;55,1;52,46;62,67;124,17;159,95;178,23;120,93;107,91;98,61;94,96;86,99;89,88;79,53;66,97;182,6;284,96;314,26
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;DEPR Amortyzacja ;741,51;786,07;830,76;858,35;903,69;948,78;1 092,53;1 177,27;1 271,38;1 344,63;1 423,34;1 512,37;1 578,82;1 626,78;1 728,45;1 816,79;1 875,67;1 975,08;2 219,73;2 262,09
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;IO Wartość nakładów inwestycyjnych ;965,68;955,26;1 519,65;2 121,48;3 611,15;3 567,83;2 392,43;2 072,84;1 772,29;2 914,19;2 955,66;1 422,92;1 644,73;2 180,16;2 731,62;2 774,07;2 973,85;3 190,60;3 335,64;2 310,05
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;NWC Kapitał obrotowy ;-1 489,70;-1 385,87;-1 941,86;-2 784,08;-3 619,55;-4 573,93;-5 622,26;-5 981,81;-5 197,48;-6 416,45;-7 240,16;-6 679,28;-6 610,57;-7 135,67;-8 464,49;-9 462,23;-10 076,73;-11 341,67;-13 067,49;-12 268,22
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;C Środki pieniężne i pap. wart. ;962,25;1 156,94;1 164,69;1 281,41;1 467,83;1 729,11;1 645,85;1 633,99;2 275,38;2 063,76;1 702,85;2 262,70;2 073,84;2 250,52;2 050,92;2 066,22;1 783,79;1 579,46;1 853,46;2 049,64
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;LTL Zobowiązania długoterminowe ;719,69;1 031,14;1 269,47;1 453,14;2 614,84;3 641,08;3 692,06;3 748,35;3 787,69;3 168,25;3 659,50;3 300,48;3 185,68;3 002,70;3 062,83;3 218,31;3 323,72;3 837,07;5 758,87;5 472,34
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;STL Zobowiązania krótkoterminowe ;1 085,39;1 051,78;1 315,41;1 601,04;1 830,36;1 624,14;1 734,37;1 624,82;2 009,64;2 403,15;1 637,69;1 604,15;1 728,09;1 951,58;2 098,48;2 160,06;2 266,85;2 694,24;2 913,63;3 084,97
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;LTC Długoterminowe kredyty bankowe ;498,82;765,08;942,38;1 079,03;2 019,58;2 327,08;2 440,35;2 373,85;2 480,69;2 651,51;3 150,41;2 791,72;2 578,04;2 317,05;2 332,43;2 457,47;2 607,76;3 158,21;4 986,81;4 826,61
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;STC Krótkoterminowe kredyty bankowe ;302,13;120,19;157,87;280,18;346,73;358,22;477,39;461,05;451,75;479,76;465,27;445,14;440,07;463,82;477,14;442,72;512,97;765,69;785,56;783,25
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;INV Zapasy ;79,69;98,93;98,9;105,37;99,64;98,63;118,35;121,54;125,43;126,56;166,31;165,81;138,38;149,63;166,53;162,09;193,83;293,59;282,48;275,16
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;REC Należności krótkoterminowe ;564,33;582,48;620,45;836,32;931,27;990,81;1 041,39;995,39;1 023,95;1 148,91;1 113,16;1 019,78;1 061,46;1 163,80;1 199,15;1 262,91;1 424,44;1 481,13;1 747,50;1 757,81
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;EN Liczba jednostek gospodarczych ;270;274;274;284;283;272;284;288;308;326;337;339;343;352;360;375;380;391;413;405
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;PEN Liczba rentownych jednostek gospodarczych ;208;210;209;226;229;237;228;243;266;286;297;291;286;299;296;276;284;204;215;259
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;GS Przychody ogółem ;3 930,45;4 176,91;4 396,39;4 958,29;5 431,97;5 545,15;6 411,88;6 925,10;8 490,71;7 762,57;8 099,14;8 275,04;8 588,98;8 970,08;9 379,75;9 910,89;10 701,98;11 934,53;14 014,58;15 213,05
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;PNPM Przychody netto ;bd;3 901,11;4 103,07;4 641,80;5 064,15;5 177,70;5 949,30;6 386 740,00;6 878,70;7 220,90;7 484,62;7 684,29;7 967,52;8 308,35;8 686,40;9 106,55;9 916,21;11 003,58;12 972,52;14 244,97
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;3 705,16;3 951,29;4 157,50;4 698,09;5 105,76;5 227,05;6 005,81;6 442,90;6 930,67;7 273,92;7 548,41;7 754,56;8 042,40;8 383,72;8 761,97;9 203,01;10 025,98;11 119,83;13 037,32;14 285,17
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;Przych. fin. Przychody finansowe ;bd;bd;59,42;83,23;82,22;68,79;96,18;105,91;89,61;83,39;59,3;54,6;60,04;70,67;66,13;46,29;67,02;62,3;124,54;103,1
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;PPO Pozostałe przychody operacyjne ;bd;176,1;179,47;176,97;243,99;249,32;309,89;376,29;1 470,42;405,27;491,44;465,88;486,54;515,69;551,65;661,59;608,98;752,41;852,72;824,78
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;NP Wynik finansowy netto (zysk netto) ;6,56;115,48;104,14;195,49;237,02;227,13;283;434,7;1 586,31;576,98;665,73;670,74;635,16;516,48;336,15;266,79;317,58;105,65;-171,67;371,71
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;OP Wynik na działalności operacyjnej ;47,12;164,35;141,66;258,71;322,24;334,88;438,22;640,77;1 854,45;783;891,73;908,03;844,48;686,26;482,93;420,8;464,96;371,62;116,96;752,5
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;POS Wynik na sprzedaży ;137,3;128,52;97,78;224,01;320,36;343,85;382,57;504,92;633,79;588,91;586,99;595,5;499,78;369,63;137,61;-36,67;57,88;-132,28;-321,84;236,47
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;CF Nadwyżka finansowa ;792,13;946,7;977,49;1 127,95;1 211,52;1 250,31;1 523,60;1 786,26;3 048,75;2 051,30;2 204,56;2 292,03;2 319,10;2 236,24;2 160,84;2 169,83;2 271,40;2 279,81;2 351,88;2 959,59
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;TC Koszty ogółem ;3 875,80;4 009,24;4 240,00;4 691,41;5 099,59;5 216,19;6 025,79;6 355,40;6 740,44;7 027,59;7 269,56;7 428,37;7 790,24;8 307,91;8 931,57;9 535,69;10 255,26;11 733,52;14 084,97;14 692,75
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;OFE Pozostałe koszty finansowe ;5,08;7,39;8,18;19,01;18,35;11,73;23,9;14,34;12,84;8,77;7,58;10,32;10,16;5,99;6,36;6,73;11,18;16,47;18,86;11,53
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;IP Odsetki do zapłacenia ;38,99;37,76;34,41;55,1;52,46;62,67;124,17;159,95;178,23;120,93;107,91;98,61;94,96;86,99;89,88;79,53;66,97;182,6;284,96;314,26
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;DEPR Amortyzacja ;741,51;786,07;830,76;858,35;903,69;948,78;1 092,53;1 177,27;1 271,38;1 344,63;1 423,34;1 512,37;1 578,82;1 626,78;1 728,45;1 816,79;1 875,67;1 975,08;2 219,73;2 262,09
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;IO Wartość nakładów inwestycyjnych ;965,68;955,26;1 519,65;2 121,48;3 611,15;3 567,83;2 392,43;2 072,84;1 772,29;2 914,19;2 955,66;1 422,92;1 644,73;2 180,16;2 731,62;2 774,07;2 973,85;3 190,60;3 335,64;2 310,05
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;NWC Kapitał obrotowy ;-1 489,70;-1 385,87;-1 941,86;-2 784,08;-3 619,55;-4 573,93;-5 622,26;-5 981,81;-5 197,48;-6 416,45;-7 240,16;-6 679,28;-6 610,57;-7 135,67;-8 464,49;-9 462,23;-10 076,73;-11 341,67;-13 067,49;-12 268,22
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;C Środki pieniężne i pap. wart. ;962,25;1 156,94;1 164,69;1 281,41;1 467,83;1 729,11;1 645,85;1 633,99;2 275,38;2 063,76;1 702,85;2 262,70;2 073,84;2 250,52;2 050,92;2 066,22;1 783,79;1 579,46;1 853,46;2 049,64
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;LTL Zobowiązania długoterminowe ;719,69;1 031,14;1 269,47;1 453,14;2 614,84;3 641,08;3 692,06;3 748,35;3 787,69;3 168,25;3 659,50;3 300,48;3 185,68;3 002,70;3 062,83;3 218,31;3 323,72;3 837,07;5 758,87;5 472,34
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;STL Zobowiązania krótkoterminowe ;1 085,39;1 051,78;1 315,41;1 601,04;1 830,36;1 624,14;1 734,37;1 624,82;2 009,64;2 403,15;1 637,69;1 604,15;1 728,09;1 951,58;2 098,48;2 160,06;2 266,85;2 694,24;2 913,63;3 084,97
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;LTC Długoterminowe kredyty bankowe ;498,82;765,08;942,38;1 079,03;2 019,58;2 327,08;2 440,35;2 373,85;2 480,69;2 651,51;3 150,41;2 791,72;2 578,04;2 317,05;2 332,43;2 457,47;2 607,76;3 158,21;4 986,81;4 826,61
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;STC Krótkoterminowe kredyty bankowe ;302,13;120,19;157,87;280,18;346,73;358,22;477,39;461,05;451,75;479,76;465,27;445,14;440,07;463,82;477,14;442,72;512,97;765,69;785,56;783,25
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;INV Zapasy ;79,69;98,93;98,9;105,37;99,64;98,63;118,35;121,54;125,43;126,56;166,31;165,81;138,38;149,63;166,53;162,09;193,83;293,59;282,48;275,16
37.0;Odprowadzanie i oczyszczanie ścieków;37.0 Odprowadzanie i oczyszczanie ścieków;REC Należności krótkoterminowe ;564,33;582,48;620,45;836,32;931,27;990,81;1 041,39;995,39;1 023,95;1 148,91;1 113,16;1 019,78;1 061,46;1 163,80;1 199,15;1 262,91;1 424,44;1 481,13;1 747,50;1 757,81
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";EN Liczba jednostek gospodarczych ;504;505;517;547;571;579;633;650;662;666;643;651;647;647;641;637;651;683;730;741
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";PEN Liczba rentownych jednostek gospodarczych ;377;397;415;437;470;492;509;518;493;508;520;528;512;486;509;551;579;568;595;621
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";GS Przychody ogółem ;5 780,39;6 823,25;8 163,72;10 283,74;10 730,49;15 644,80;16 329,52;15 904,30;16 357,40;16 767,85;16 526,05;16 709,53;17 336,96;19 260,30;21 862,87;26 227,66;33 361,23;37 098,38;36 092,90;41 213,80
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";PNPM Przychody netto ;bd;6 504,59;7 752,94;9 916,03;10 267,20;15 053,47;15 596,40;15 231 600,00;15 682,85;16 137,57;15 759,59;15 923,17;16 399,99;18 451,39;21 026,62;25 101,24;32 397,05;35 575,40;34 518,95;39 536,31
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;5 543,10;6 537,77;7 822,70;9 939,84;10 309,91;15 114,67;15 672,00;15 227,06;15 727,40;16 126,77;15 788,53;15 939,29;16 465,35;18 455,27;21 094,38;25 080,06;32 347,70;35 754,37;34 698,14;39 680,01
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";Przych. fin. Przychody finansowe ;bd;bd;188,36;153,88;212,07;259,53;292,7;267,66;170,13;130,53;142,37;162,17;130,74;244,47;191,95;233,77;263,96;555,76;658,23;705,12
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";PPO Pozostałe przychody operacyjne ;bd;171,12;152,67;190,01;208,51;270,6;364,82;409,58;459,86;510,56;595,15;608,07;740,87;560,56;576,55;913,82;749,58;788,25;736,53;828,67
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";NP Wynik finansowy netto (zysk netto) ;157,63;299,61;522,43;581,4;534,28;897,22;769,42;582,93;433,1;603,58;788,73;893,08;804,02;730,28;1 382,64;2 702,61;3 662,55;3 582,05;3 026,24;3 531,46
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";OP Wynik na działalności operacyjnej ;221,18;377,11;628,39;787,3;659,86;1 048,56;962,06;723,88;601,83;818,73;1 007,48;1 136,32;1 083,19;918,52;1 674,51;3 133,23;4 393,85;4 215,42;3 490,07;4 102,39
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";POS Wynik na sprzedaży ;184,61;327,89;575,64;732,66;651,62;958,57;797,15;553,91;454,72;548,12;715;817,24;761,87;718,41;1 468,20;2 893,84;4 189,53;3 916,31;3 376,86;4 010,56
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";CF Nadwyżka finansowa ;591,41;754,86;1 103,30;1 229,63;1 247,80;1 724,81;1 749,28;1 578,12;1 475,18;1 645,31;1 939,85;2 182,33;2 139,25;2 177,40;2 884,24;4 362,16;5 404,03;5 668,24;5 346,59;6 038,43
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";TC Koszty ogółem ;5 561,52;6 437,40;7 535,13;9 541,80;10 042,34;14 557,92;15 380,39;15 185,84;15 795,22;16 002,34;15 580,67;15 617,97;16 362,20;18 359,63;20 237,85;23 096,01;28 950,35;32 787,37;32 423,83;36 902,13
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";OFE Pozostałe koszty finansowe ;40,44;48,63;122,32;95,14;77,78;63,83;152,8;106,91;33,71;22,73;32,15;29,34;49,47;45,37;42,44;64,7;81,01;160,62;94,18;90,12
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";IP Odsetki do zapłacenia ;50,45;53,32;64,6;99,4;96,87;146,28;146,35;154,89;147,13;156,36;156,36;160,51;160;187,99;189,84;167,08;154,08;270,46;372,67;388,01
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";DEPR Amortyzacja ;342,9;353,3;393,96;453,7;538,88;617,49;680,72;733,39;861,24;862,64;962,62;1 099,40;1 125,76;1 213,76;1 269,33;1 427,77;1 506,39;1 655,11;1 853,50;2 028,84
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";IO Wartość nakładów inwestycyjnych ;415,52;472,33;796,31;889,06;969,66;1 102,23;1 307,35;1 273,60;1 635,11;2 016,59;2 202,96;1 132,33;1 132,50;1 078,05;1 530,16;1 334,66;1 873,15;2 533,74;3 269,11;3 092,71
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";NWC Kapitał obrotowy ;445,57;457,88;664,78;558,78;536,37;644,64;316,27;-52,33;-539,14;-1 255,49;-1 825,87;-1 621,71;-1 712,45;-2 142,24;-1 772,70;-214,03;756,59;764,83;768,98;1 284,36
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";C Środki pieniężne i pap. wart. ;664,19;767,63;874,32;1 225,81;1 476,81;1 367,48;1 361,84;1 441,43;1 637,68;1 812,83;1 672,25;1 913,83;1 906,07;1 966,59;2 230,41;3 179,97;4 038,03;4 518,14;4 387,54;4 978,83
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";LTL Zobowiązania długoterminowe ;562,46;695,05;763,87;943,59;1 132,99;1 541,15;1 696,68;1 713,41;2 120,43;2 543,74;3 322,66;3 209,34;3 204,81;3 383,01;3 330,75;3 246,22;3 389,41;3 929,08;5 123,69;5 918,48
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";STL Zobowiązania krótkoterminowe ;946,54;1 251,91;1 367,74;1 735,40;2 306,92;2 900,00;2 866,87;2 923,74;3 428,49;3 540,97;3 375,58;3 481,57;3 798,80;4 289,67;5 079,46;5 419,16;6 054,61;6 488,88;6 921,48;7 776,27
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";LTC Długoterminowe kredyty bankowe ;462,06;471,48;461,83;497,75;525,8;913,13;1 481,95;1 475,01;1 824,17;2 100,65;2 761,23;2 722,57;2 429,20;2 616,69;2 379,67;2 211,59;2 019,39;2 185,67;2 590,23;2 862,08
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";STC Krótkoterminowe kredyty bankowe ;168,78;240,97;322;377,94;513,75;626,63;774,47;779,89;929,14;967,19;894,48;905,35;1 169,40;1 106,02;1 267,49;1 184,38;1 079,07;1 085,22;1 072,95;1 209,82
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";INV Zapasy ;191,92;269,2;353,57;352,95;419,34;547,41;675,2;594,09;673,53;682,82;591,09;636,1;647,45;632,47;727,51;718,99;975,05;1 237,32;1 290,99;1 358,58
38.;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";"38. DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";REC Należności krótkoterminowe ;821,56;1 008,94;1 169,95;1 184,81;1 637,70;2 289,44;2 298,86;2 264,23;2 444,79;2 453,29;2 515,50;2 553,16;2 656,17;3 220,79;4 232,36;4 877,18;5 461,91;5 463,42;6 052,15;6 508,00
38.1;Zbieranie odpadów;38.1 Zbieranie odpadów;EN Liczba jednostek gospodarczych ;317;322;324;340;350;357;399;404;425;425;410;410;405;408;401;398;404;429;450;475
38.1;Zbieranie odpadów;38.1 Zbieranie odpadów;PEN Liczba rentownych jednostek gospodarczych ;246;255;260;280;304;311;321;328;315;314;334;329;302;292;314;346;354;347;381;403
